,dateRep,cases,countriesAndTerritories,flag
7217,2020-01-24,4,Taiwan,0.0
5710,2020-01-24,0,Pakistan,0.0
4441,2020-01-24,0,Lithuania,0.0
6362,2020-01-24,0,San_Marino,0.0
1890,2020-01-24,0,Czech_Republic,0.0
4791,2020-01-24,0,Mexico,0.0
3260,2020-01-24,0,Iceland,0.0
4893,2020-01-24,0,Monaco,0.0
3618,2020-01-24,0,Iraq,0.0
2408,2020-01-24,0,Estonia,0.0
7302,2020-01-24,26,Thailand,0.0
1426,2020-01-24,0,Cases_on_an_international_conveyance_Japan,0.0
320,2020-01-24,0,Armenia,0.0
598,2020-01-24,0,Azerbaijan,0.0
4315,2020-01-24,0,Lebanon,0.0
6904,2020-01-24,0,Sri_Lanka,0.0
6223,2020-01-24,0,Russia,0.0
5623,2020-01-24,0,Oman,0.0
5361,2020-01-24,0,Nigeria,0.0
3708,2020-01-24,0,Ireland,0.0
421,2020-01-24,0,Australia,0.0
2555,2020-01-24,0,Finland,0.0
6728,2020-01-24,6,South_Korea,0.0
3900,2020-01-24,0,Italy,0.0
3436,2020-01-24,0,Indonesia,0.0
1240,2020-01-24,0,Cambodia,0.0
4628,2020-01-24,0,Malaysia,0.0
2281,2020-01-24,0,Egypt,0.0
5162,2020-01-24,0,Netherlands,0.0
2647,2020-01-24,0,France,0.0
1753,2020-01-24,0,Croatia,0.0
195,2020-01-24,0,Algeria,0.0
6136,2020-01-24,0,Romania,0.0
5256,2020-01-24,0,New_Zealand,0.0
5537,2020-01-24,0,Norway,0.0
703,2020-01-24,0,Bahrain,0.0
4011,2020-01-24,11,Japan,0.0
3528,2020-01-24,0,Iran,0.0
7855,2020-01-24,2,Vietnam,0.0
5070,2020-01-24,0,Nepal,0.0
818,2020-01-24,0,Belarus,0.0
4526,2020-01-24,0,Luxembourg,0.0
1090,2020-01-24,0,Brazil,0.0
2873,2020-01-24,0,Germany,0.0
6821,2020-01-24,0,Spain,0.0
5444,2020-01-24,0,North_Macedonia,0.0
1351,2020-01-24,0,Canada,0.0
2993,2020-01-24,0,Greece,0.0
4182,2020-01-24,0,Kuwait,0.0
1585,2020-01-24,3888,China,6.0
5899,2020-01-24,0,Philippines,0.0
7710,2020-01-24,4,United_States_of_America,0.0
2106,2020-01-24,0,Dominican_Republic,0.0
3808,2020-01-24,0,Israel,0.0
3351,2020-01-24,0,India,0.0
7511,2020-01-24,0,United_Arab_Emirates,0.0
7026,2020-01-24,0,Sweden,0.0
57,2020-01-24,0,Afghanistan,0.0
5622,2020-01-25,0,Oman,0.0
2872,2020-01-25,0,Germany,0.0
1752,2020-01-25,0,Croatia,0.0
194,2020-01-25,0,Algeria,0.0
1089,2020-01-25,0,Brazil,0.0
6045,2020-01-25,0,Qatar,0.0
2280,2020-01-25,0,Egypt,0.0
56,2020-01-25,0,Afghanistan,0.0
5360,2020-01-25,0,Nigeria,0.0
817,2020-01-25,0,Belarus,0.0
3617,2020-01-25,0,Iraq,0.0
7301,2020-01-25,31,Thailand,0.0
5255,2020-01-25,0,New_Zealand,0.0
3527,2020-01-25,0,Iran,0.0
3807,2020-01-25,0,Israel,0.0
2407,2020-01-25,0,Estonia,0.0
420,2020-01-25,1,Australia,0.0
3707,2020-01-25,0,Ireland,0.0
5898,2020-01-25,0,Philippines,0.0
2646,2020-01-25,3,France,0.0
6903,2020-01-25,0,Sri_Lanka,0.0
1584,2020-01-25,5211,China,7.0
3899,2020-01-25,0,Italy,0.0
6222,2020-01-25,0,Russia,0.0
5709,2020-01-25,0,Pakistan,0.0
4440,2020-01-25,0,Lithuania,0.0
3435,2020-01-25,0,Indonesia,0.0
4627,2020-01-25,3,Malaysia,0.0
1239,2020-01-25,0,Cambodia,0.0
319,2020-01-25,0,Armenia,0.0
2992,2020-01-25,0,Greece,0.0
7709,2020-01-25,6,United_States_of_America,0.0
2105,2020-01-25,0,Dominican_Republic,0.0
5161,2020-01-25,0,Netherlands,0.0
6727,2020-01-25,8,South_Korea,0.0
597,2020-01-25,0,Azerbaijan,0.0
4314,2020-01-25,0,Lebanon,0.0
6361,2020-01-25,0,San_Marino,0.0
1425,2020-01-25,0,Cases_on_an_international_conveyance_Japan,0.0
2554,2020-01-25,0,Finland,0.0
5443,2020-01-25,0,North_Macedonia,0.0
6135,2020-01-25,0,Romania,0.0
3350,2020-01-25,0,India,0.0
512,2020-01-25,0,Austria,0.0
6820,2020-01-25,0,Spain,0.0
3259,2020-01-25,0,Iceland,0.0
1350,2020-01-25,0,Canada,0.0
2780,2020-01-25,0,Georgia,0.0
4181,2020-01-25,0,Kuwait,0.0
4892,2020-01-25,0,Monaco,0.0
7025,2020-01-25,0,Sweden,0.0
4010,2020-01-25,13,Japan,0.0
7216,2020-01-25,7,Taiwan,0.0
7602,2020-01-25,0,United_Kingdom,0.0
1889,2020-01-25,0,Czech_Republic,0.0
909,2020-01-25,0,Belgium,0.0
2000,2020-01-25,0,Denmark,0.0
5069,2020-01-25,1,Nepal,0.0
4525,2020-01-25,0,Luxembourg,0.0
2192,2020-01-25,0,Ecuador,0.0
7510,2020-01-25,0,United_Arab_Emirates,0.0
7854,2020-01-25,4,Vietnam,0.0
7117,2020-01-25,0,Switzerland,0.0
702,2020-01-25,0,Bahrain,0.0
4790,2020-01-25,0,Mexico,0.0
5536,2020-01-25,0,Norway,0.0
6540,2020-01-25,6,Singapore,0.0
3898,2020-01-26,0,Italy,0.0
4439,2020-01-26,0,Lithuania,0.0
5708,2020-01-26,0,Pakistan,0.0
3806,2020-01-26,0,Israel,0.0
55,2020-01-26,0,Afghanistan,0.0
4891,2020-01-26,0,Monaco,0.0
4626,2020-01-26,7,Malaysia,0.0
4180,2020-01-26,0,Kuwait,0.0
5442,2020-01-26,0,North_Macedonia,0.0
4789,2020-01-26,0,Mexico,0.0
6819,2020-01-26,0,Spain,0.0
1238,2020-01-26,0,Cambodia,0.0
2991,2020-01-26,0,Greece,0.0
5897,2020-01-26,0,Philippines,0.0
7024,2020-01-26,0,Sweden,0.0
5535,2020-01-26,0,Norway,0.0
3706,2020-01-26,0,Ireland,0.0
7509,2020-01-26,0,United_Arab_Emirates,0.0
1999,2020-01-26,0,Denmark,0.0
6221,2020-01-26,0,Russia,0.0
2553,2020-01-26,0,Finland,0.0
7853,2020-01-26,6,Vietnam,0.0
3349,2020-01-26,0,India,0.0
1888,2020-01-26,0,Czech_Republic,0.0
5621,2020-01-26,0,Oman,0.0
6360,2020-01-26,0,San_Marino,0.0
419,2020-01-26,5,Australia,0.0
1583,2020-01-26,7199,China,8.0
6902,2020-01-26,0,Sri_Lanka,0.0
3434,2020-01-26,0,Indonesia,0.0
7215,2020-01-26,10,Taiwan,0.0
318,2020-01-26,0,Armenia,0.0
6539,2020-01-26,10,Singapore,0.0
7601,2020-01-26,0,United_Kingdom,0.0
1349,2020-01-26,1,Canada,0.0
193,2020-01-26,0,Algeria,0.0
5068,2020-01-26,2,Nepal,0.0
908,2020-01-26,0,Belgium,0.0
6044,2020-01-26,0,Qatar,0.0
5359,2020-01-26,0,Nigeria,0.0
6134,2020-01-26,0,Romania,0.0
2279,2020-01-26,0,Egypt,0.0
1088,2020-01-26,0,Brazil,0.0
3616,2020-01-26,0,Iraq,0.0
7300,2020-01-26,36,Thailand,0.0
3526,2020-01-26,0,Iran,0.0
5254,2020-01-26,0,New_Zealand,0.0
4524,2020-01-26,0,Luxembourg,0.0
2104,2020-01-26,0,Dominican_Republic,0.0
6726,2020-01-26,11,South_Korea,0.0
701,2020-01-26,0,Bahrain,0.0
7116,2020-01-26,0,Switzerland,0.0
816,2020-01-26,0,Belarus,0.0
1424,2020-01-26,0,Cases_on_an_international_conveyance_Japan,0.0
2871,2020-01-26,0,Germany,0.0
2645,2020-01-26,6,France,0.0
2406,2020-01-26,0,Estonia,0.0
511,2020-01-26,0,Austria,0.0
5160,2020-01-26,0,Netherlands,0.0
3258,2020-01-26,0,Iceland,0.0
596,2020-01-26,0,Azerbaijan,0.0
1751,2020-01-26,0,Croatia,0.0
2779,2020-01-26,0,Georgia,0.0
7708,2020-01-26,8,United_States_of_America,0.0
4009,2020-01-26,16,Japan,0.0
4313,2020-01-26,0,Lebanon,0.0
2191,2020-01-26,0,Ecuador,0.0
6818,2020-01-27,0,Spain,0.0
2405,2020-01-27,0,Estonia,0.0
1887,2020-01-27,0,Czech_Republic,0.0
317,2020-01-27,0,Armenia,0.0
6220,2020-01-27,0,Russia,0.0
3615,2020-01-27,0,Iraq,0.0
1087,2020-01-27,0,Brazil,0.0
5707,2020-01-27,0,Pakistan,0.0
3525,2020-01-27,0,Iran,0.0
2990,2020-01-27,0,Greece,0.0
6901,2020-01-27,0,Sri_Lanka,0.0
6359,2020-01-27,0,San_Marino,0.0
7299,2020-01-27,44,Thailand,0.0
3257,2020-01-27,0,Iceland,0.0
6043,2020-01-27,0,Qatar,0.0
1423,2020-01-27,0,Cases_on_an_international_conveyance_Japan,0.0
4890,2020-01-27,0,Monaco,0.0
4312,2020-01-27,0,Lebanon,0.0
2870,2020-01-27,0,Germany,0.0
192,2020-01-27,0,Algeria,0.0
7023,2020-01-27,0,Sweden,0.0
7852,2020-01-27,8,Vietnam,0.0
5896,2020-01-27,0,Philippines,0.0
418,2020-01-27,9,Australia,0.0
6133,2020-01-27,0,Romania,0.0
2278,2020-01-27,0,Egypt,0.0
815,2020-01-27,0,Belarus,0.0
5253,2020-01-27,0,New_Zealand,0.0
7214,2020-01-27,15,Taiwan,0.0
595,2020-01-27,0,Azerbaijan,0.0
2103,2020-01-27,0,Dominican_Republic,0.0
6725,2020-01-27,15,South_Korea,0.0
7600,2020-01-27,0,United_Kingdom,0.0
700,2020-01-27,0,Bahrain,0.0
7115,2020-01-27,0,Switzerland,0.0
4788,2020-01-27,0,Mexico,0.0
5067,2020-01-27,3,Nepal,0.0
907,2020-01-27,0,Belgium,0.0
4008,2020-01-27,19,Japan,0.0
2190,2020-01-27,0,Ecuador,0.0
4179,2020-01-27,0,Kuwait,0.0
510,2020-01-27,0,Austria,0.0
2778,2020-01-27,0,Georgia,0.0
2644,2020-01-27,9,France,0.0
5358,2020-01-27,0,Nigeria,0.0
54,2020-01-27,0,Afghanistan,0.0
3348,2020-01-27,0,India,0.0
7508,2020-01-27,1,United_Arab_Emirates,0.0
3897,2020-01-27,0,Italy,0.0
6538,2020-01-27,14,Singapore,0.0
2552,2020-01-27,0,Finland,0.0
5620,2020-01-27,0,Oman,0.0
1582,2020-01-27,9974,China,9.0
3433,2020-01-27,0,Indonesia,0.0
4523,2020-01-27,0,Luxembourg,0.0
4438,2020-01-27,0,Lithuania,0.0
3805,2020-01-27,0,Israel,0.0
4625,2020-01-27,11,Malaysia,0.0
3705,2020-01-27,0,Ireland,0.0
5534,2020-01-27,0,Norway,0.0
5441,2020-01-27,0,North_Macedonia,0.0
1348,2020-01-27,2,Canada,0.0
1237,2020-01-27,0,Cambodia,0.0
1998,2020-01-27,0,Denmark,0.0
7707,2020-01-27,13,United_States_of_America,0.0
5159,2020-01-27,0,Netherlands,0.0
1750,2020-01-27,0,Croatia,0.0
1997,2020-01-28,0,Denmark,0.0
3704,2020-01-28,0,Ireland,0.0
4787,2020-01-28,0,Mexico,0.0
417,2020-01-28,13,Australia,0.0
2102,2020-01-28,0,Dominican_Republic,0.0
2189,2020-01-28,0,Ecuador,0.0
6724,2020-01-28,19,South_Korea,0.0
594,2020-01-28,0,Azerbaijan,0.0
5252,2020-01-28,0,New_Zealand,0.0
5895,2020-01-28,0,Philippines,0.0
5706,2020-01-28,0,Pakistan,0.0
6358,2020-01-28,0,San_Marino,0.0
4311,2020-01-28,0,Lebanon,0.0
4437,2020-01-28,0,Lithuania,0.0
3804,2020-01-28,0,Israel,0.0
6219,2020-01-28,0,Russia,0.0
3614,2020-01-28,0,Iraq,0.0
3347,2020-01-28,0,India,0.0
509,2020-01-28,0,Austria,0.0
1347,2020-01-28,4,Canada,0.0
2277,2020-01-28,0,Egypt,0.0
1886,2020-01-28,0,Czech_Republic,0.0
5357,2020-01-28,0,Nigeria,0.0
3896,2020-01-28,0,Italy,0.0
2869,2020-01-28,1,Germany,0.0
814,2020-01-28,0,Belarus,0.0
2551,2020-01-28,0,Finland,0.0
7851,2020-01-28,10,Vietnam,0.0
3432,2020-01-28,0,Indonesia,0.0
5619,2020-01-28,0,Oman,0.0
4007,2020-01-28,23,Japan,0.0
5066,2020-01-28,4,Nepal,0.0
5440,2020-01-28,0,North_Macedonia,0.0
6132,2020-01-28,0,Romania,0.0
1236,2020-01-28,1,Cambodia,0.0
7213,2020-01-28,22,Taiwan,0.0
4178,2020-01-28,0,Kuwait,0.0
7507,2020-01-28,2,United_Arab_Emirates,0.0
5158,2020-01-28,0,Netherlands,0.0
191,2020-01-28,0,Algeria,0.0
7022,2020-01-28,0,Sweden,0.0
2643,2020-01-28,12,France,0.0
906,2020-01-28,0,Belgium,0.0
1749,2020-01-28,0,Croatia,0.0
4624,2020-01-28,15,Malaysia,0.0
4522,2020-01-28,0,Luxembourg,0.0
5533,2020-01-28,0,Norway,0.0
2777,2020-01-28,0,Georgia,0.0
2989,2020-01-28,0,Greece,0.0
7298,2020-01-28,58,Thailand,0.0
1086,2020-01-28,0,Brazil,0.0
6900,2020-01-28,1,Sri_Lanka,0.0
7599,2020-01-28,0,United_Kingdom,0.0
7706,2020-01-28,18,United_States_of_America,0.0
1422,2020-01-28,0,Cases_on_an_international_conveyance_Japan,0.0
2404,2020-01-28,0,Estonia,0.0
53,2020-01-28,0,Afghanistan,0.0
6042,2020-01-28,0,Qatar,0.0
7114,2020-01-28,0,Switzerland,0.0
6537,2020-01-28,19,Singapore,0.0
3524,2020-01-28,0,Iran,0.0
6817,2020-01-28,0,Spain,0.0
699,2020-01-28,0,Bahrain,0.0
1581,2020-01-28,14502,China,10.0
3256,2020-01-28,0,Iceland,0.0
316,2020-01-28,0,Armenia,0.0
4889,2020-01-28,0,Monaco,0.0
7212,2020-01-29,30,Taiwan,0.0
5532,2020-01-29,0,Norway,0.0
2188,2020-01-29,0,Ecuador,0.0
6723,2020-01-29,23,South_Korea,0.0
1996,2020-01-29,0,Denmark,0.0
7850,2020-01-29,12,Vietnam,0.0
508,2020-01-29,0,Austria,0.0
905,2020-01-29,0,Belgium,0.0
2776,2020-01-29,0,Georgia,0.0
5894,2020-01-29,0,Philippines,0.0
1885,2020-01-29,0,Czech_Republic,0.0
7021,2020-01-29,0,Sweden,0.0
6816,2020-01-29,0,Spain,0.0
5705,2020-01-29,0,Pakistan,0.0
6357,2020-01-29,0,San_Marino,0.0
3523,2020-01-29,0,Iran,0.0
2988,2020-01-29,0,Greece,0.0
1085,2020-01-29,0,Brazil,0.0
52,2020-01-29,0,Afghanistan,0.0
6536,2020-01-29,26,Singapore,0.0
3346,2020-01-29,0,India,0.0
1580,2020-01-29,20496,China,11.0
5439,2020-01-29,0,North_Macedonia,0.0
4521,2020-01-29,0,Luxembourg,0.0
3803,2020-01-29,0,Israel,0.0
2101,2020-01-29,0,Dominican_Republic,0.0
813,2020-01-29,0,Belarus,0.0
5065,2020-01-29,5,Nepal,0.0
4177,2020-01-29,0,Kuwait,0.0
7506,2020-01-29,3,United_Arab_Emirates,0.0
3703,2020-01-29,0,Ireland,0.0
1346,2020-01-29,7,Canada,0.0
2868,2020-01-29,5,Germany,0.0
7113,2020-01-29,0,Switzerland,0.0
4006,2020-01-29,30,Japan,0.0
416,2020-01-29,17,Australia,0.0
4310,2020-01-29,0,Lebanon,0.0
1748,2020-01-29,0,Croatia,0.0
7705,2020-01-29,23,United_States_of_America,0.0
2642,2020-01-29,16,France,0.0
1235,2020-01-29,2,Cambodia,0.0
4436,2020-01-29,0,Lithuania,0.0
315,2020-01-29,0,Armenia,0.0
4623,2020-01-29,22,Malaysia,0.0
698,2020-01-29,0,Bahrain,0.0
5618,2020-01-29,0,Oman,0.0
3431,2020-01-29,0,Indonesia,0.0
2550,2020-01-29,0,Finland,0.0
6899,2020-01-29,2,Sri_Lanka,0.0
3895,2020-01-29,0,Italy,0.0
3613,2020-01-29,0,Iraq,0.0
5356,2020-01-29,0,Nigeria,0.0
1421,2020-01-29,0,Cases_on_an_international_conveyance_Japan,0.0
190,2020-01-29,0,Algeria,0.0
5157,2020-01-29,0,Netherlands,0.0
6218,2020-01-29,0,Russia,0.0
3255,2020-01-29,0,Iceland,0.0
6131,2020-01-29,0,Romania,0.0
7297,2020-01-29,72,Thailand,0.0
4888,2020-01-29,0,Monaco,0.0
7598,2020-01-29,0,United_Kingdom,0.0
593,2020-01-29,0,Azerbaijan,0.0
4786,2020-01-29,0,Mexico,0.0
5251,2020-01-29,0,New_Zealand,0.0
6041,2020-01-29,0,Qatar,0.0
2403,2020-01-29,0,Estonia,0.0
2276,2020-01-29,0,Egypt,0.0
3612,2020-01-30,0,Iraq,0.0
6815,2020-01-30,0,Spain,0.0
4785,2020-01-30,0,Mexico,0.0
3254,2020-01-30,0,Iceland,0.0
51,2020-01-30,0,Afghanistan,0.0
6356,2020-01-30,0,San_Marino,0.0
314,2020-01-30,0,Armenia,0.0
6535,2020-01-30,36,Singapore,0.0
7211,2020-01-30,38,Taiwan,0.0
6898,2020-01-30,3,Sri_Lanka,0.0
7597,2020-01-30,0,United_Kingdom,0.0
2987,2020-01-30,0,Greece,0.0
7296,2020-01-30,86,Thailand,0.0
1084,2020-01-30,0,Brazil,0.0
3345,2020-01-30,1,India,0.0
2402,2020-01-30,0,Estonia,0.0
2867,2020-01-30,9,Germany,0.0
3894,2020-01-30,0,Italy,0.0
4005,2020-01-30,41,Japan,0.0
2775,2020-01-30,0,Georgia,0.0
6040,2020-01-30,0,Qatar,0.0
2187,2020-01-30,0,Ecuador,0.0
6722,2020-01-30,27,South_Korea,0.0
7112,2020-01-30,0,Switzerland,0.0
1345,2020-01-30,10,Canada,0.0
507,2020-01-30,0,Austria,0.0
5531,2020-01-30,0,Norway,0.0
5250,2020-01-30,0,New_Zealand,0.0
6130,2020-01-30,0,Romania,0.0
415,2020-01-30,23,Australia,0.0
4887,2020-01-30,0,Monaco,0.0
2275,2020-01-30,0,Egypt,0.0
189,2020-01-30,0,Algeria,0.0
5156,2020-01-30,0,Netherlands,0.0
2641,2020-01-30,21,France,0.0
1234,2020-01-30,3,Cambodia,0.0
4435,2020-01-30,0,Lithuania,0.0
4176,2020-01-30,0,Kuwait,0.0
5064,2020-01-30,6,Nepal,0.0
4622,2020-01-30,29,Malaysia,0.0
2549,2020-01-30,1,Finland,0.0
2100,2020-01-30,0,Dominican_Republic,0.0
7849,2020-01-30,14,Vietnam,0.0
5617,2020-01-30,0,Oman,0.0
5438,2020-01-30,0,North_Macedonia,0.0
3702,2020-01-30,0,Ireland,0.0
1579,2020-01-30,28230,China,12.0
4520,2020-01-30,0,Luxembourg,0.0
812,2020-01-30,0,Belarus,0.0
4309,2020-01-30,0,Lebanon,0.0
1995,2020-01-30,0,Denmark,0.0
1884,2020-01-30,0,Czech_Republic,0.0
3802,2020-01-30,0,Israel,0.0
3430,2020-01-30,0,Indonesia,0.0
6217,2020-01-30,0,Russia,0.0
1420,2020-01-30,0,Cases_on_an_international_conveyance_Japan,0.0
5704,2020-01-30,0,Pakistan,0.0
1747,2020-01-30,0,Croatia,0.0
697,2020-01-30,0,Bahrain,0.0
5893,2020-01-30,1,Philippines,0.0
5355,2020-01-30,0,Nigeria,0.0
592,2020-01-30,0,Azerbaijan,0.0
904,2020-01-30,0,Belgium,0.0
7020,2020-01-30,0,Sweden,0.0
3522,2020-01-30,0,Iran,0.0
7704,2020-01-30,28,United_States_of_America,0.0
7505,2020-01-30,7,United_Arab_Emirates,0.0
5249,2020-01-31,0,New_Zealand,0.0
6721,2020-01-31,34,South_Korea,0.0
3429,2020-01-31,0,Indonesia,0.0
1994,2020-01-31,0,Denmark,0.0
50,2020-01-31,0,Afghanistan,0.0
313,2020-01-31,0,Armenia,0.0
5063,2020-01-31,7,Nepal,0.0
4621,2020-01-31,37,Malaysia,0.0
506,2020-01-31,0,Austria,0.0
7210,2020-01-31,47,Taiwan,0.0
414,2020-01-31,30,Australia,0.0
2774,2020-01-31,0,Georgia,0.0
6216,2020-01-31,0,Russia,0.0
5616,2020-01-31,0,Oman,0.0
696,2020-01-31,0,Bahrain,0.0
1344,2020-01-31,13,Canada,0.0
188,2020-01-31,0,Algeria,0.0
4434,2020-01-31,0,Lithuania,0.0
4175,2020-01-31,0,Kuwait,0.0
7295,2020-01-31,100,Thailand,0.0
7504,2020-01-31,11,United_Arab_Emirates,0.0
591,2020-01-31,0,Azerbaijan,0.0
903,2020-01-31,0,Belgium,0.0
7019,2020-01-31,0,Sweden,0.0
2640,2020-01-31,27,France,0.0
7703,2020-01-31,34,United_States_of_America,0.0
5892,2020-01-31,2,Philippines,0.0
7848,2020-01-31,19,Vietnam,0.0
4886,2020-01-31,0,Monaco,0.0
6534,2020-01-31,49,Singapore,0.0
1746,2020-01-31,0,Croatia,0.0
7596,2020-01-31,2,United_Kingdom,0.0
5155,2020-01-31,0,Netherlands,0.0
6897,2020-01-31,4,Sri_Lanka,0.0
2274,2020-01-31,0,Egypt,0.0
2866,2020-01-31,14,Germany,0.0
811,2020-01-31,0,Belarus,0.0
2186,2020-01-31,0,Ecuador,0.0
1578,2020-01-31,37944,China,13.0
2401,2020-01-31,0,Estonia,0.0
5530,2020-01-31,0,Norway,0.0
4308,2020-01-31,0,Lebanon,0.0
1233,2020-01-31,4,Cambodia,0.0
1883,2020-01-31,0,Czech_Republic,0.0
2099,2020-01-31,0,Dominican_Republic,0.0
6129,2020-01-31,0,Romania,0.0
1419,2020-01-31,0,Cases_on_an_international_conveyance_Japan,0.0
4519,2020-01-31,0,Luxembourg,0.0
3893,2020-01-31,3,Italy,0.0
3521,2020-01-31,0,Iran,0.0
5354,2020-01-31,0,Nigeria,0.0
4004,2020-01-31,55,Japan,0.0
3344,2020-01-31,2,India,0.0
7111,2020-01-31,0,Switzerland,0.0
3611,2020-01-31,0,Iraq,0.0
3801,2020-01-31,0,Israel,0.0
3253,2020-01-31,0,Iceland,0.0
4784,2020-01-31,0,Mexico,0.0
5437,2020-01-31,0,North_Macedonia,0.0
3701,2020-01-31,0,Ireland,0.0
1083,2020-01-31,0,Brazil,0.0
6355,2020-01-31,0,San_Marino,0.0
2986,2020-01-31,0,Greece,0.0
2548,2020-01-31,2,Finland,0.0
5703,2020-01-31,0,Pakistan,0.0
6039,2020-01-31,0,Qatar,0.0
6814,2020-01-31,0,Spain,0.0
2185,2020-02-01,0,Ecuador,0.0
2273,2020-02-01,0,Egypt,0.0
5154,2020-02-01,0,Netherlands,0.0
3343,2020-02-01,3,India,0.0
3700,2020-02-01,0,Ireland,0.0
2985,2020-02-01,0,Greece,0.0
6813,2020-02-01,1,Spain,0.0
3892,2020-02-01,6,Italy,0.0
6128,2020-02-01,0,Romania,0.0
7595,2020-02-01,4,United_Kingdom,0.0
4307,2020-02-01,0,Lebanon,0.0
2865,2020-02-01,21,Germany,0.0
695,2020-02-01,0,Bahrain,0.0
810,2020-02-01,0,Belarus,0.0
7702,2020-02-01,41,United_States_of_America,0.0
1418,2020-02-01,0,Cases_on_an_international_conveyance_Japan,0.0
7503,2020-02-01,15,United_Arab_Emirates,0.0
590,2020-02-01,0,Azerbaijan,0.0
5891,2020-02-01,3,Philippines,0.0
5436,2020-02-01,0,North_Macedonia,0.0
902,2020-02-01,0,Belgium,0.0
7018,2020-02-01,1,Sweden,0.0
6354,2020-02-01,0,San_Marino,0.0
4783,2020-02-01,0,Mexico,0.0
2639,2020-02-01,33,France,0.0
5353,2020-02-01,0,Nigeria,0.0
7847,2020-02-01,24,Vietnam,0.0
4174,2020-02-01,0,Kuwait,0.0
4885,2020-02-01,0,Monaco,0.0
5702,2020-02-01,0,Pakistan,0.0
1745,2020-02-01,0,Croatia,0.0
5529,2020-02-01,0,Norway,0.0
3520,2020-02-01,0,Iran,0.0
4518,2020-02-01,0,Luxembourg,0.0
2400,2020-02-01,0,Estonia,0.0
1232,2020-02-01,5,Cambodia,0.0
6896,2020-02-01,5,Sri_Lanka,0.0
1577,2020-02-01,49753,China,14.0
1882,2020-02-01,0,Czech_Republic,0.0
7110,2020-02-01,0,Switzerland,0.0
413,2020-02-01,39,Australia,0.0
187,2020-02-01,0,Algeria,0.0
49,2020-02-01,0,Afghanistan,0.0
5615,2020-02-01,0,Oman,0.0
5062,2020-02-01,8,Nepal,0.0
505,2020-02-01,0,Austria,0.0
6038,2020-02-01,0,Qatar,0.0
2547,2020-02-01,3,Finland,0.0
312,2020-02-01,0,Armenia,0.0
1993,2020-02-01,0,Denmark,0.0
1082,2020-02-01,0,Brazil,0.0
3252,2020-02-01,0,Iceland,0.0
3800,2020-02-01,0,Israel,0.0
6215,2020-02-01,2,Russia,0.0
1343,2020-02-01,17,Canada,0.0
5248,2020-02-01,0,New_Zealand,0.0
3610,2020-02-01,0,Iraq,0.0
7209,2020-02-01,57,Taiwan,0.0
4003,2020-02-01,70,Japan,0.0
4433,2020-02-01,0,Lithuania,0.0
7294,2020-02-01,119,Thailand,0.0
4620,2020-02-01,45,Malaysia,0.0
6720,2020-02-01,46,South_Korea,0.0
6533,2020-02-01,65,Singapore,0.0
2773,2020-02-01,0,Georgia,0.0
3428,2020-02-01,0,Indonesia,0.0
2098,2020-02-01,0,Dominican_Republic,0.0
3251,2020-02-02,0,Iceland,0.0
4002,2020-02-02,89,Japan,0.0
6127,2020-02-02,0,Romania,0.0
4306,2020-02-02,0,Lebanon,0.0
2399,2020-02-02,0,Estonia,0.0
5061,2020-02-02,9,Nepal,0.0
4782,2020-02-02,0,Mexico,0.0
6353,2020-02-02,0,San_Marino,0.0
5247,2020-02-02,0,New_Zealand,0.0
412,2020-02-02,50,Australia,0.0
694,2020-02-02,0,Bahrain,0.0
5153,2020-02-02,0,Netherlands,0.0
5701,2020-02-02,0,Pakistan,0.0
4432,2020-02-02,0,Lithuania,0.0
7846,2020-02-02,31,Vietnam,0.0
5890,2020-02-02,5,Philippines,0.0
6812,2020-02-02,2,Spain,0.0
7109,2020-02-02,0,Switzerland,0.0
1881,2020-02-02,0,Czech_Republic,0.0
6895,2020-02-02,6,Sri_Lanka,0.0
2272,2020-02-02,0,Egypt,0.0
5528,2020-02-02,0,Norway,0.0
2772,2020-02-02,0,Georgia,0.0
1744,2020-02-02,0,Croatia,0.0
6214,2020-02-02,4,Russia,0.0
7502,2020-02-02,20,United_Arab_Emirates,0.0
186,2020-02-02,0,Algeria,0.0
3609,2020-02-02,0,Iraq,0.0
1342,2020-02-02,21,Canada,0.0
3427,2020-02-02,0,Indonesia,0.0
4884,2020-02-02,0,Monaco,0.0
1576,2020-02-02,64152,China,15.0
6532,2020-02-02,83,Singapore,0.0
7293,2020-02-02,138,Thailand,0.0
6719,2020-02-02,61,South_Korea,0.0
7208,2020-02-02,67,Taiwan,0.0
1231,2020-02-02,6,Cambodia,0.0
7701,2020-02-02,49,United_States_of_America,0.0
1081,2020-02-02,0,Brazil,0.0
5614,2020-02-02,0,Oman,0.0
504,2020-02-02,0,Austria,0.0
48,2020-02-02,0,Afghanistan,0.0
2184,2020-02-02,0,Ecuador,0.0
1992,2020-02-02,0,Denmark,0.0
6037,2020-02-02,0,Qatar,0.0
2546,2020-02-02,4,Finland,0.0
3799,2020-02-02,0,Israel,0.0
2097,2020-02-02,0,Dominican_Republic,0.0
4619,2020-02-02,53,Malaysia,0.0
2984,2020-02-02,0,Greece,0.0
4517,2020-02-02,0,Luxembourg,0.0
3342,2020-02-02,5,India,0.0
3699,2020-02-02,0,Ireland,0.0
3891,2020-02-02,9,Italy,0.0
3519,2020-02-02,0,Iran,0.0
5435,2020-02-02,0,North_Macedonia,0.0
