,dateRep,cases,countriesAndTerritories,flag
5675,2020-02-28,4,Pakistan,0.0
875,2020-02-28,25,Belgium,0.0
6327,2020-02-28,1,San_Marino,0.0
7675,2020-02-28,633,United_States_of_America,0.0
668,2020-02-28,92,Bahrain,0.0
7083,2020-02-28,10,Switzerland,0.0
5588,2020-02-28,16,Oman,0.0
2958,2020-02-28,4,Greece,0.0
6991,2020-02-28,35,Sweden,0.0
3865,2020-02-28,1895,Italy,5.0
5035,2020-02-28,35,Nepal,0.0
7267,2020-02-28,982,Thailand,0.0
5502,2020-02-28,5,Norway,0.0
6101,2020-02-28,2,Romania,0.0
1055,2020-02-28,3,Brazil,0.0
563,2020-02-28,0,Azerbaijan,0.0
7182,2020-02-28,605,Taiwan,0.0
1205,2020-02-28,32,Cambodia,0.0
3773,2020-02-28,13,Israel,0.0
2519,2020-02-29,35,Finland,0.0
7266,2020-02-29,1024,Thailand,0.0
7819,2020-02-29,423,Vietnam,0.0
2957,2020-02-29,8,Greece,0.0
2611,2020-02-29,402,France,0.0
7181,2020-02-29,644,Taiwan,0.0
5034,2020-02-29,36,Nepal,0.0
4146,2020-02-29,133,Kuwait,0.0
6100,2020-02-29,5,Romania,0.0
284,2020-02-29,0,Armenia,0.0
7082,2020-02-29,22,Switzerland,0.0
2837,2020-02-29,487,Germany,0.0
6010,2020-02-29,0,Qatar,0.0
159,2020-02-29,4,Algeria,0.0
5126,2020-02-29,3,Netherlands,0.0
6692,2020-02-29,11038,South_Korea,9.0
2745,2020-02-29,4,Georgia,0.0
5325,2020-02-29,2,Nigeria,0.0
5220,2020-02-29,2,New_Zealand,0.0
1315,2020-02-29,243,Canada,0.0
562,2020-02-29,1,Azerbaijan,0.0
5501,2020-02-29,11,Norway,0.0
1204,2020-02-29,33,Cambodia,0.0
1054,2020-02-29,4,Brazil,0.0
6505,2020-02-29,1790,Singapore,0.0
1390,2020-02-29,9631,Cases_on_an_international_conveyance_Japan,19.0
4490,2020-02-29,0,Luxembourg,0.0
667,2020-02-29,130,Bahrain,0.0
7674,2020-02-29,699,United_States_of_America,0.0
6326,2020-02-29,2,San_Marino,0.0
874,2020-02-29,26,Belgium,0.0
5674,2020-02-29,6,Pakistan,0.0
782,2020-02-29,2,Belarus,0.0
5587,2020-02-29,22,Oman,0.0
7567,2020-02-29,229,United_Kingdom,0.0
4405,2020-02-29,2,Lithuania,0.0
477,2020-02-29,16,Austria,0.0
2245,2020-02-29,15,Egypt,0.0
6187,2020-02-29,58,Russia,0.0
2157,2020-02-29,0,Ecuador,0.0
4279,2020-02-29,13,Lebanon,0.0
2070,2020-02-29,0,Dominican_Republic,0.0
385,2020-02-29,497,Australia,0.0
4592,2020-02-29,560,Malaysia,0.0
1965,2020-02-29,4,Denmark,0.0
7475,2020-02-29,273,United_Arab_Emirates,0.0
1717,2020-02-29,11,Croatia,0.0
5408,2020-02-29,3,North_Macedonia,0.0
1549,2020-02-29,1634865,China,42.0
6868,2020-02-29,33,Sri_Lanka,0.0
4755,2020-02-29,2,Mexico,0.0
6785,2020-02-29,120,Spain,0.0
2372,2020-02-29,2,Estonia,0.0
5863,2020-02-29,83,Philippines,0.0
1854,2020-02-29,0,Czech_Republic,0.0
3492,2020-02-29,1024,Iran,3.0
4857,2020-02-29,1,Monaco,0.0
3315,2020-02-29,85,India,0.0
3582,2020-02-29,24,Iraq,0.0
3864,2020-02-29,2783,Italy,6.0
6990,2020-02-29,47,Sweden,0.0
3772,2020-02-29,20,Israel,0.0
3975,2020-02-29,2154,Japan,8.0
3224,2020-02-29,1,Iceland,0.0
3400,2020-02-29,0,Indonesia,0.0
21,2020-02-29,5,Afghanistan,0.0
3672,2020-02-29,0,Ireland,0.0
1853,2020-03-01,0,Czech_Republic,0.0
7474,2020-03-01,294,United_Arab_Emirates,0.0
3581,2020-03-01,37,Iraq,0.0
2956,2020-03-01,15,Greece,0.0
476,2020-03-01,26,Austria,0.0
3671,2020-03-01,1,Ireland,0.0
20,2020-03-01,6,Afghanistan,0.0
1716,2020-03-01,16,Croatia,0.0
5407,2020-03-01,4,North_Macedonia,0.0
4145,2020-03-01,178,Kuwait,0.0
5324,2020-03-01,3,Nigeria,0.0
6867,2020-03-01,34,Sri_Lanka,0.0
6784,2020-03-01,186,Spain,0.0
4754,2020-03-01,6,Mexico,0.0
1548,2020-03-01,1714794,China,43.0
7180,2020-03-01,684,Taiwan,0.0
3223,2020-03-01,2,Iceland,0.0
4591,2020-03-01,585,Malaysia,0.0
384,2020-03-01,523,Australia,0.0
283,2020-03-01,1,Armenia,0.0
7818,2020-03-01,439,Vietnam,0.0
2744,2020-03-01,7,Georgia,0.0
3399,2020-03-01,0,Indonesia,0.0
7265,2020-03-01,1066,Thailand,0.0
2518,2020-03-01,38,Finland,0.0
5125,2020-03-01,10,Netherlands,0.0
2371,2020-03-01,3,Estonia,0.0
1964,2020-03-01,7,Denmark,0.0
5219,2020-03-01,3,New_Zealand,0.0
5862,2020-03-01,86,Philippines,0.0
6186,2020-03-01,60,Russia,0.0
3491,2020-03-01,1617,Iran,4.0
2156,2020-03-01,1,Ecuador,0.0
2836,2020-03-01,598,Germany,1.0
3314,2020-03-01,88,India,0.0
4278,2020-03-01,17,Lebanon,0.0
2069,2020-03-01,0,Dominican_Republic,0.0
2244,2020-03-01,16,Egypt,0.0
4404,2020-03-01,3,Lithuania,0.0
158,2020-03-01,5,Algeria,0.0
6099,2020-03-01,8,Romania,0.0
7081,2020-03-01,40,Switzerland,0.0
1203,2020-03-01,34,Cambodia,0.0
6691,2020-03-01,14564,South_Korea,10.0
1053,2020-03-01,6,Brazil,0.0
6504,2020-03-01,1892,Singapore,1.0
4489,2020-03-01,1,Luxembourg,0.0
3863,2020-03-01,3911,Italy,7.0
5500,2020-03-01,26,Norway,0.0
5586,2020-03-01,28,Oman,0.0
6989,2020-03-01,60,Sweden,0.0
7673,2020-03-01,768,United_States_of_America,0.0
6325,2020-03-01,3,San_Marino,0.0
3974,2020-03-01,2393,Japan,9.0
873,2020-03-01,27,Belgium,0.0
781,2020-03-01,3,Belarus,0.0
5673,2020-03-01,10,Pakistan,0.0
666,2020-03-01,171,Bahrain,0.0
6009,2020-03-01,1,Qatar,0.0
2610,2020-03-01,502,France,0.0
561,2020-03-01,2,Azerbaijan,0.0
5033,2020-03-01,37,Nepal,0.0
4856,2020-03-01,2,Monaco,0.0
1389,2020-03-01,10336,Cases_on_an_international_conveyance_Japan,20.0
7566,2020-03-01,252,United_Kingdom,0.0
1314,2020-03-01,263,Canada,0.0
3771,2020-03-01,27,Israel,0.0
5406,2020-03-02,5,North_Macedonia,0.0
1388,2020-03-02,11041,Cases_on_an_international_conveyance_Japan,21.0
6185,2020-03-02,62,Russia,0.0
2243,2020-03-02,18,Egypt,0.0
6988,2020-03-02,74,Sweden,0.0
7672,2020-03-02,857,United_States_of_America,0.0
5218,2020-03-02,4,New_Zealand,0.0
2370,2020-03-02,4,Estonia,0.0
6324,2020-03-02,11,San_Marino,0.0
3770,2020-03-02,37,Israel,0.0
475,2020-03-02,40,Austria,0.0
3973,2020-03-02,2647,Japan,10.0
872,2020-03-02,29,Belgium,0.0
7565,2020-03-02,288,United_Kingdom,0.0
7264,2020-03-02,1109,Thailand,0.0
7817,2020-03-02,455,Vietnam,0.0
780,2020-03-02,4,Belarus,0.0
19,2020-03-02,7,Afghanistan,0.0
4403,2020-03-02,4,Lithuania,0.0
5672,2020-03-02,14,Pakistan,0.0
2609,2020-03-02,632,France,1.0
2517,2020-03-02,44,Finland,0.0
3490,2020-03-02,2595,Iran,5.0
4277,2020-03-02,27,Lebanon,0.0
4753,2020-03-02,11,Mexico,0.0
1715,2020-03-02,23,Croatia,0.0
1313,2020-03-02,287,Canada,0.0
6866,2020-03-02,35,Sri_Lanka,0.0
1547,2020-03-02,1794928,China,44.0
7473,2020-03-02,315,United_Arab_Emirates,0.0
1852,2020-03-02,3,Czech_Republic,0.0
1202,2020-03-02,35,Cambodia,0.0
3580,2020-03-02,56,Iraq,0.0
3670,2020-03-02,2,Ireland,0.0
5323,2020-03-02,4,Nigeria,0.0
4590,2020-03-02,614,Malaysia,0.0
1052,2020-03-02,8,Brazil,0.0
1963,2020-03-02,11,Denmark,0.0
6503,2020-03-02,1998,Singapore,2.0
560,2020-03-02,5,Azerbaijan,0.0
2068,2020-03-02,1,Dominican_Republic,0.0
3862,2020-03-02,5600,Italy,8.0
5861,2020-03-02,89,Philippines,0.0
2155,2020-03-02,7,Ecuador,0.0
665,2020-03-02,218,Bahrain,0.0
4488,2020-03-02,2,Luxembourg,0.0
5499,2020-03-02,45,Norway,0.0
5585,2020-03-02,34,Oman,0.0
6783,2020-03-02,269,Spain,0.0
383,2020-03-02,552,Australia,0.0
3222,2020-03-02,5,Iceland,0.0
6008,2020-03-02,4,Qatar,0.0
7080,2020-03-02,64,Switzerland,0.0
5124,2020-03-02,23,Netherlands,0.0
4855,2020-03-02,3,Monaco,0.0
4144,2020-03-02,224,Kuwait,0.0
3398,2020-03-02,2,Indonesia,0.0
2743,2020-03-02,10,Georgia,0.0
282,2020-03-02,2,Armenia,0.0
2955,2020-03-02,22,Greece,0.0
157,2020-03-02,8,Algeria,0.0
2835,2020-03-02,727,Germany,2.0
5032,2020-03-02,38,Nepal,0.0
3313,2020-03-02,91,India,0.0
6690,2020-03-02,18776,South_Korea,11.0
6098,2020-03-02,11,Romania,0.0
7179,2020-03-02,724,Taiwan,0.0
7178,2020-03-03,765,Taiwan,0.0
4251,2020-03-03,1,Latvia,0.0
6782,2020-03-03,383,Spain,1.0
474,2020-03-03,58,Austria,0.0
1962,2020-03-03,16,Denmark,0.0
7564,2020-03-03,328,United_Kingdom,0.0
6571,2020-03-03,1,Sint_Maarten,0.0
4143,2020-03-03,280,Kuwait,0.0
6184,2020-03-03,65,Russia,0.0
3489,2020-03-03,4096,Iran,6.0
2834,2020-03-03,884,Germany,3.0
1714,2020-03-03,31,Croatia,0.0
3312,2020-03-03,96,India,0.0
4276,2020-03-03,40,Lebanon,0.0
1851,2020-03-03,8,Czech_Republic,0.0
2154,2020-03-03,14,Ecuador,0.0
3579,2020-03-03,77,Iraq,0.0
382,2020-03-03,585,Australia,0.0
6689,2020-03-03,23588,South_Korea,12.0
1546,2020-03-03,1875189,China,45.0
5498,2020-03-03,70,Norway,0.0
2608,2020-03-03,810,France,2.0
132,2020-03-03,1,Andorra,0.0
3221,2020-03-03,11,Iceland,0.0
871,2020-03-03,37,Belgium,0.0
3972,2020-03-03,2901,Japan,11.0
6412,2020-03-03,1,Saudi_Arabia,0.0
6987,2020-03-03,89,Sweden,0.0
7671,2020-03-03,960,United_States_of_America,1.0
4066,2020-03-03,1,Jordan,0.0
7079,2020-03-03,94,Switzerland,0.0
5584,2020-03-03,41,Oman,0.0
3861,2020-03-03,7435,Italy,9.0
6502,2020-03-03,2106,Singapore,3.0
7396,2020-03-03,1,Tunisia,0.0
4980,2020-03-03,1,Morocco,0.0
5123,2020-03-03,41,Netherlands,0.0
5978,2020-03-03,2,Portugal,0.0
6434,2020-03-03,1,Senegal,0.0
1312,2020-03-03,314,Canada,0.0
156,2020-03-04,13,Algeria,0.0
3220,2020-03-04,27,Iceland,0.0
3578,2020-03-04,103,Iraq,0.0
779,2020-03-04,8,Belarus,0.0
6688,2020-03-04,28916,South_Korea,13.0
1961,2020-03-04,24,Denmark,0.0
5949,2020-03-04,1,Poland,0.0
7449,2020-03-04,1,Ukraine,0.0
870,2020-03-04,50,Belgium,0.0
6097,2020-03-04,15,Romania,0.0
3971,2020-03-04,3169,Japan,12.0
1850,2020-03-04,13,Czech_Republic,0.0
7472,2020-03-04,342,United_Arab_Emirates,0.0
4589,2020-03-04,650,Malaysia,0.0
7177,2020-03-04,807,Taiwan,0.0
7563,2020-03-04,379,United_Kingdom,0.0
6323,2020-03-04,21,San_Marino,0.0
6501,2020-03-04,2216,Singapore,4.0
6781,2020-03-04,534,Spain,2.0
1517,2020-03-04,1,Chile,0.0
3860,2020-03-04,9937,Italy,10.0
473,2020-03-04,82,Austria,0.0
1545,2020-03-04,1955569,China,46.0
1311,2020-03-04,344,Canada,0.0
664,2020-03-04,267,Bahrain,0.0
6007,2020-03-04,12,Qatar,0.0
3669,2020-03-04,4,Ireland,0.0
1713,2020-03-04,40,Croatia,0.0
7670,2020-03-04,1085,United_States_of_America,2.0
5977,2020-03-04,6,Portugal,0.0
3311,2020-03-04,102,India,0.0
7078,2020-03-04,131,Switzerland,0.0
5497,2020-03-04,103,Norway,0.0
5671,2020-03-04,19,Pakistan,0.0
381,2020-03-04,626,Australia,0.0
2607,2020-03-04,1022,France,3.0
261,2020-03-04,1,Argentina,0.0
5217,2020-03-04,6,New_Zealand,0.0
2833,2020-03-04,1080,Germany,4.0
6986,2020-03-04,113,Sweden,0.0
6183,2020-03-04,69,Russia,0.0
3488,2020-03-04,6432,Iran,7.0
2516,2020-03-04,51,Finland,0.0
2369,2020-03-04,6,Estonia,0.0
5122,2020-03-04,69,Netherlands,0.0
3192,2020-03-05,2,Hungary,0.0
2832,2020-03-05,1342,Germany,5.0
472,2020-03-05,111,Austria,0.0
5583,2020-03-05,56,Oman,0.0
6985,2020-03-05,148,Sweden,0.0
7077,2020-03-05,188,Switzerland,0.0
6621,2020-03-05,1,Slovenia,0.0
7669,2020-03-05,1244,United_States_of_America,3.0
3310,2020-03-05,130,India,0.0
3668,2020-03-05,10,Ireland,0.0
663,2020-03-05,319,Bahrain,0.0
1544,2020-03-05,2036066,China,47.0
6780,2020-03-05,734,Spain,3.0
5216,2020-03-05,9,New_Zealand,0.0
3769,2020-03-05,52,Israel,0.0
5496,2020-03-05,159,Norway,0.0
1310,2020-03-05,377,Canada,0.0
5121,2020-03-05,107,Netherlands,0.0
3487,2020-03-05,9354,Iran,8.0
1051,2020-03-05,11,Brazil,0.0
7562,2020-03-05,464,United_Kingdom,0.0
6433,2020-03-05,4,Senegal,0.0
1516,2020-03-05,4,Chile,0.0
3859,2020-03-05,13026,Italy,11.0
6500,2020-03-05,2328,Singapore,5.0
380,2020-03-05,678,Australia,0.0
4382,2020-03-05,1,Liechtenstein,0.0
5976,2020-03-05,11,Portugal,0.0
2742,2020-03-05,13,Georgia,0.0
155,2020-03-05,25,Algeria,0.0
7263,2020-03-05,1156,Thailand,0.0
4588,2020-03-05,700,Malaysia,0.0
869,2020-03-05,73,Belgium,0.0
1849,2020-03-05,21,Czech_Republic,0.0
3970,2020-03-05,3486,Japan,13.0
3219,2020-03-05,53,Iceland,0.0
6322,2020-03-05,36,San_Marino,0.0
1960,2020-03-05,34,Denmark,0.0
778,2020-03-05,14,Belarus,0.0
6687,2020-03-05,34682,South_Korea,14.0
2153,2020-03-05,24,Ecuador,0.0
2954,2020-03-05,32,Greece,0.0
2606,2020-03-05,1307,France,4.0
3577,2020-03-05,134,Iraq,0.0
5495,2020-03-06,245,Norway,0.0
6660,2020-03-06,1,South_Africa,0.0
3576,2020-03-06,172,Iraq,0.0
5758,2020-03-06,7,Palestine,0.0
6499,2020-03-06,2445,Singapore,6.0
260,2020-03-06,3,Argentina,0.0
868,2020-03-06,123,Belgium,0.0
3969,2020-03-06,3835,Japan,14.0
7176,2020-03-06,851,Taiwan,0.0
5582,2020-03-06,72,Oman,0.0
2242,2020-03-06,21,Egypt,0.0
4275,2020-03-06,56,Lebanon,0.0
662,2020-03-06,371,Bahrain,0.0
1515,2020-03-06,8,Chile,0.0
6432,2020-03-06,8,Senegal,0.0
5975,2020-03-06,20,Portugal,0.0
3486,2020-03-06,12867,Iran,9.0
6096,2020-03-06,21,Romania,0.0
3858,2020-03-06,16884,Italy,12.0
2152,2020-03-06,37,Ecuador,0.0
4979,2020-03-06,3,Morocco,0.0
559,2020-03-06,11,Azerbaijan,0.0
1959,2020-03-06,54,Denmark,0.0
7561,2020-03-06,579,United_Kingdom,1.0
3768,2020-03-06,69,Israel,0.0
1309,2020-03-06,422,Canada,0.0
2605,2020-03-06,1730,France,5.0
5120,2020-03-06,189,Netherlands,0.0
6686,2020-03-06,40966,South_Korea,15.0
2368,2020-03-06,11,Estonia,0.0
2741,2020-03-06,22,Georgia,0.0
3667,2020-03-06,23,Ireland,0.0
154,2020-03-06,42,Algeria,0.0
471,2020-03-06,152,Austria,0.0
6984,2020-03-06,209,Sweden,0.0
3309,2020-03-06,159,India,0.0
6779,2020-03-06,995,Spain,4.0
6620,2020-03-06,7,Slovenia,0.0
4587,2020-03-06,750,Malaysia,0.0
6321,2020-03-06,58,San_Marino,0.0
7668,2020-03-06,1477,United_States_of_America,4.0
6411,2020-03-06,6,Saudi_Arabia,0.0
5215,2020-03-06,13,New_Zealand,0.0
7076,2020-03-06,275,Switzerland,0.0
1848,2020-03-06,33,Czech_Republic,0.0
1025,2020-03-06,2,Bosnia_and_Herzegovina,0.0
4142,2020-03-06,338,Kuwait,0.0
1543,2020-03-06,2116733,China,48.0
1050,2020-03-06,19,Brazil,0.0
2953,2020-03-06,64,Greece,0.0
2831,2020-03-06,1742,Germany,6.0
987,2020-03-06,1,Bhutan,0.0
3218,2020-03-06,88,Iceland,0.0
379,2020-03-06,737,Australia,0.0
7471,2020-03-06,371,United_Arab_Emirates,0.0
1712,2020-03-06,50,Croatia,0.0
2515,2020-03-06,63,Finland,0.0
5214,2020-03-07,18,New_Zealand,0.0
7667,2020-03-07,1815,United_States_of_America,5.0
5948,2020-03-07,6,Poland,0.0
6983,2020-03-07,346,Sweden,1.0
7075,2020-03-07,484,Switzerland,1.0
2367,2020-03-07,21,Estonia,0.0
6320,2020-03-07,81,San_Marino,0.0
2604,2020-03-07,2343,France,6.0
6778,2020-03-07,1369,Spain,5.0
3191,2020-03-07,6,Hungary,0.0
1049,2020-03-07,32,Brazil,0.0
867,2020-03-07,232,Belgium,1.0
3217,2020-03-07,131,Iceland,0.0
661,2020-03-07,427,Bahrain,0.0
6595,2020-03-07,1,Slovakia,0.0
1308,2020-03-07,473,Canada,0.0
2514,2020-03-07,82,Finland,0.0
3968,2020-03-07,4243,Japan,15.0
3485,2020-03-07,17614,Iran,10.0
4487,2020-03-07,5,Luxembourg,0.0
3397,2020-03-07,6,Indonesia,0.0
3857,2020-03-07,21520,Italy,13.0
1283,2020-03-07,1,Cameroon,0.0
7262,2020-03-07,1206,Thailand,0.0
7816,2020-03-07,472,Vietnam,0.0
3767,2020-03-07,88,Israel,0.0
1630,2020-03-07,1,Colombia,0.0
2952,2020-03-07,109,Greece,0.0
1670,2020-03-07,1,Costa_Rica,0.0
7175,2020-03-07,896,Taiwan,0.0
4586,2020-03-07,833,Malaysia,0.0
2241,2020-03-07,36,Egypt,0.0
1542,2020-03-07,2197501,China,49.0
5119,2020-03-07,317,Netherlands,1.0
378,2020-03-07,800,Australia,0.0
4274,2020-03-07,78,Lebanon,0.0
6498,2020-03-07,2575,Singapore,7.0
5835,2020-03-07,1,Peru,0.0
7354,2020-03-07,1,Togo,0.0
1711,2020-03-07,61,Croatia,0.0
2830,2020-03-07,2426,Germany,7.0
3148,2020-03-07,1,Holy_See,0.0
3666,2020-03-07,41,Ireland,0.0
3308,2020-03-07,190,India,0.0
5405,2020-03-07,8,North_Macedonia,0.0
6619,2020-03-07,16,Slovenia,0.0
470,2020-03-07,226,Austria,0.0
6182,2020-03-07,79,Russia,0.0
5974,2020-03-07,33,Portugal,0.0
1847,2020-03-07,52,Czech_Republic,0.0
5757,2020-03-07,23,Palestine,0.0
5670,2020-03-07,25,Pakistan,0.0
6456,2020-03-07,1,Serbia,0.0
1514,2020-03-07,13,Chile,0.0
1958,2020-03-07,77,Denmark,0.0
6095,2020-03-07,28,Romania,0.0
5494,2020-03-07,358,Norway,1.0
259,2020-03-07,11,Argentina,0.0
6685,2020-03-07,47733,South_Korea,16.0
558,2020-03-07,20,Azerbaijan,0.0
6006,2020-03-07,23,Qatar,0.0
7560,2020-03-07,742,United_Kingdom,2.0
2067,2020-03-07,3,Dominican_Republic,0.0
5860,2020-03-07,94,Philippines,0.0
5947,2020-03-08,12,Poland,0.0
2603,2020-03-08,3059,France,7.0
1710,2020-03-08,73,Croatia,0.0
6659,2020-03-08,3,South_Africa,0.0
3575,2020-03-08,226,Iraq,0.0
6618,2020-03-08,28,Slovenia,0.0
6684,2020-03-08,54867,South_Korea,17.0
7074,2020-03-08,748,Switzerland,2.0
6319,2020-03-08,107,San_Marino,0.0
3967,2020-03-08,4698,Japan,16.0
2740,2020-03-08,34,Georgia,0.0
2951,2020-03-08,175,Greece,0.0
5118,2020-03-08,505,Netherlands,2.0
6982,2020-03-08,507,Sweden,2.0
18,2020-03-08,11,Afghanistan,0.0
4837,2020-03-08,1,Moldova,0.0
1957,2020-03-08,108,Denmark,0.0
1846,2020-03-08,78,Czech_Republic,0.0
866,2020-03-08,401,Belgium,2.0
6005,2020-03-08,35,Qatar,0.0
4585,2020-03-08,926,Malaysia,0.0
5811,2020-03-08,1,Paraguay,0.0
7470,2020-03-08,416,United_Arab_Emirates,0.0
258,2020-03-08,20,Argentina,0.0
3216,2020-03-08,184,Iceland,0.0
7666,2020-03-08,2248,United_States_of_America,6.0
4065,2020-03-08,2,Jordan,0.0
7174,2020-03-08,941,Taiwan,0.0
3766,2020-03-08,113,Israel,0.0
1201,2020-03-08,37,Cambodia,0.0
1162,2020-03-08,2,Bulgaria,0.0
6497,2020-03-08,2713,Singapore,8.0
6594,2020-03-08,4,Slovakia,0.0
7559,2020-03-08,948,United_Kingdom,3.0
660,2020-03-08,490,Bahrain,0.0
5973,2020-03-08,54,Portugal,0.0
3856,2020-03-08,27403,Italy,14.0
1541,2020-03-08,2278315,China,50.0
4674,2020-03-08,2,Maldives,0.0
2829,2020-03-08,3273,Germany,8.0
7815,2020-03-08,493,Vietnam,0.0
6410,2020-03-08,13,Saudi_Arabia,0.0
5756,2020-03-08,42,Palestine,0.0
3190,2020-03-08,13,Hungary,0.0
1307,2020-03-08,530,Canada,0.0
377,2020-03-08,874,Australia,0.0
3307,2020-03-08,224,India,0.0
5493,2020-03-08,505,Norway,2.0
1048,2020-03-08,45,Brazil,0.0
3484,2020-03-08,23437,Iran,11.0
4702,2020-03-08,3,Malta,0.0
4141,2020-03-08,399,Kuwait,0.0
3665,2020-03-08,60,Ireland,0.0
6777,2020-03-08,1799,Spain,6.0
6094,2020-03-08,41,Romania,0.0
469,2020-03-08,325,Austria,0.0
5859,2020-03-08,100,Philippines,0.0
4250,2020-03-08,3,Latvia,0.0
5858,2020-03-09,110,Philippines,0.0
468,2020-03-09,427,Austria,1.0
6409,2020-03-09,24,Saudi_Arabia,0.0
659,2020-03-09,569,Bahrain,0.0
5972,2020-03-09,84,Portugal,0.0
7814,2020-03-09,523,Vietnam,0.0
153,2020-03-09,62,Algeria,0.0
4584,2020-03-09,1025,Malaysia,0.0
376,2020-03-09,954,Australia,0.0
114,2020-03-09,2,Albania,0.0
744,2020-03-09,3,Bangladesh,0.0
257,2020-03-09,32,Argentina,0.0
5834,2020-03-09,8,Peru,0.0
3966,2020-03-09,5186,Japan,17.0
4273,2020-03-09,110,Lebanon,0.0
4752,2020-03-09,18,Mexico,0.0
3189,2020-03-09,21,Hungary,0.0
2513,2020-03-09,112,Finland,0.0
1669,2020-03-09,6,Costa_Rica,0.0
6093,2020-03-09,56,Romania,0.0
7173,2020-03-09,986,Taiwan,0.0
6617,2020-03-09,44,Slovenia,0.0
4140,2020-03-09,463,Kuwait,0.0
2950,2020-03-09,248,Greece,0.0
1845,2020-03-09,110,Czech_Republic,0.0
3574,2020-03-09,287,Iraq,0.0
6683,2020-03-09,62249,South_Korea,18.0
1540,2020-03-09,2359174,China,51.0
1956,2020-03-09,146,Denmark,0.0
6658,2020-03-09,6,South_Africa,0.0
5117,2020-03-09,770,Netherlands,3.0
2828,2020-03-09,4175,Germany,9.0
2151,2020-03-09,51,Ecuador,0.0
6981,2020-03-09,710,Sweden,3.0
2739,2020-03-09,47,Georgia,0.0
2240,2020-03-09,85,Egypt,0.0
2602,2020-03-09,4185,France,8.0
4673,2020-03-09,6,Maldives,0.0
6004,2020-03-09,50,Qatar,0.0
4249,2020-03-09,6,Latvia,0.0
3664,2020-03-09,81,Ireland,0.0
5946,2020-03-09,23,Poland,0.0
6496,2020-03-09,2863,Singapore,9.0
3765,2020-03-09,152,Israel,0.0
1513,2020-03-09,23,Chile,0.0
865,2020-03-09,601,Belgium,3.0
6318,2020-03-09,144,San_Marino,0.0
3483,2020-03-09,30003,Iran,12.0
7665,2020-03-09,2802,United_States_of_America,7.0
4486,2020-03-09,10,Luxembourg,0.0
3396,2020-03-09,12,Indonesia,0.0
1047,2020-03-09,70,Brazil,0.0
3855,2020-03-09,34778,Italy,15.0
6776,2020-03-09,2388,Spain,7.0
1161,2020-03-09,6,Bulgaria,0.0
1282,2020-03-09,3,Cameroon,0.0
6593,2020-03-09,9,Slovakia,0.0
7073,2020-03-09,1080,Switzerland,3.0
1306,2020-03-09,592,Canada,0.0
7558,2020-03-09,1221,United_Kingdom,4.0
5492,2020-03-09,674,Norway,3.0
3215,2020-03-09,239,Iceland,0.0
6980,2020-03-10,958,Sweden,4.0
6003,2020-03-10,68,Qatar,0.0
6775,2020-03-10,3592,Spain,8.0
5833,2020-03-10,17,Peru,0.0
2601,2020-03-10,5597,France,9.0
3188,2020-03-10,30,Hungary,0.0
3482,2020-03-10,37164,Iran,13.0
2738,2020-03-10,62,Georgia,0.0
6092,2020-03-10,73,Romania,0.0
5780,2020-03-10,1,Panama,0.0
113,2020-03-10,8,Albania,0.0
6408,2020-03-10,39,Saudi_Arabia,0.0
3306,2020-03-10,268,India,0.0
5116,2020-03-10,1091,Netherlands,4.0
3214,2020-03-10,304,Iceland,0.0
7072,2020-03-10,1454,Switzerland,4.0
5945,2020-03-10,40,Poland,0.0
2949,2020-03-10,332,Greece,0.0
4139,2020-03-10,528,Kuwait,0.0
2827,2020-03-10,5314,Germany,10.0
2512,2020-03-10,152,Finland,0.0
4933,2020-03-10,1,Mongolia,0.0
7813,2020-03-10,554,Vietnam,0.0
1629,2020-03-10,4,Colombia,0.0
6495,2020-03-10,3023,Singapore,10.0
1539,2020-03-10,2440053,China,52.0
1512,2020-03-10,36,Chile,0.0
7557,2020-03-10,1542,United_Kingdom,5.0
3854,2020-03-10,43950,Italy,16.0
5491,2020-03-10,866,Norway,4.0
1387,2020-03-10,11737,Cases_on_an_international_conveyance_Japan,22.0
1305,2020-03-10,669,Canada,0.0
1140,2020-03-10,1,Brunei_Darussalam,0.0
658,2020-03-10,678,Bahrain,1.0
5857,2020-03-10,143,Philippines,0.0
5581,2020-03-10,90,Oman,0.0
4701,2020-03-10,7,Malta,0.0
7664,2020-03-10,3556,United_States_of_America,8.0
6317,2020-03-10,193,San_Marino,0.0
864,2020-03-10,840,Belgium,4.0
1668,2020-03-10,15,Costa_Rica,0.0
6682,2020-03-10,69762,South_Korea,19.0
5971,2020-03-10,123,Portugal,0.0
4583,2020-03-10,1142,Malaysia,1.0
4248,2020-03-10,12,Latvia,0.0
5755,2020-03-10,62,Palestine,0.0
5669,2020-03-10,41,Pakistan,0.0
375,2020-03-10,1054,Australia,0.0
2239,2020-03-10,140,Egypt,0.0
6181,2020-03-10,89,Russia,0.0
4272,2020-03-10,151,Lebanon,0.0
2150,2020-03-10,66,Ecuador,0.0
467,2020-03-10,558,Austria,2.0
2066,2020-03-10,8,Dominican_Republic,0.0
7395,2020-03-10,3,Tunisia,0.0
1955,2020-03-10,259,Denmark,1.0
5322,2020-03-10,6,Nigeria,0.0
3965,2020-03-10,5700,Japan,18.0
1844,2020-03-10,150,Czech_Republic,0.0
1822,2020-03-10,2,Cyprus,0.0
7469,2020-03-10,475,United_Arab_Emirates,0.0
6657,2020-03-10,13,South_Africa,0.0
