,country,lat,long
150,PR,18.22260649800006,-66.46895343099999
151,QA,25.285444965000067,51.19314832400005
152,RO,45.845854975000066,24.973472215000072
153,RU,61.989526183000066,96.80537153400007
154,RW,-1.9983949569999595,29.956312610000055
155,KN,17.33971168900007,-62.765603845999976
156,LC,13.898639726000056,-60.967300455999975
157,VC,13.201840619000052,-61.20075147199998
158,SM,43.93817105200003,12.463507795000055
159,SA,24.12136952900005,44.548827060000065
160,SN,14.363032568000051,-14.459259560999953
161,RS,44.02936463900005,20.804550522000056
162,SC,-4.678652263999936,55.46726211600003
163,SG,1.3534439970000562,103.81650913600004
164,SX,18.039880898000035,-63.064032819999966
165,SK,48.708702079000034,19.48774911000004
166,SI,46.119554805000064,14.821760495000035
167,SO,4.40461606100007,46.20310500000005
168,ZA,-28.997182287999976,25.085049940000033
169,KR,36.35627096300004,127.80639593300009
170,SS,7.263460914000063,30.343765666000024
171,ES,40.227949660000036,-3.6460631049999392
172,LK,7.617678409000064,80.69863241800005
173,SD,16.053254132000063,30.009189122000066
174,SR,3.9317774090000626,-56.01360780899995
175,SE,37.38788000000005,-6.00195999999994
176,CH,30.703410000000076,76.78943000000004
177,SY,35.01280854600003,38.50527333900004
178,TW,23.752816021000058,120.95346396100001
179,TH,15.11680278700004,101.01223920600006
180,TL,-8.826458773999946,125.85326774200007
181,TG,8.539049810000051,0.9744440640000676
182,TT,10.47267427600002,-61.26048813699998
183,TN,34.11631798800005,9.60851649600005
184,TR,39.066250645000025,35.142286272000035
185,TC,21.758132630000034,-71.82311799799999
186,UG,1.513805689000037,32.335706651000066
187,UA,49.02689837500003,31.374926053000024
188,AE,23.914869621000037,54.32685818400006
189,UK,53.40838660500003,-1.9695595439999352
190,TZ,-6.438400132999959,34.995322712000075
191,US,39.39870315600007,-99.41461918999994
192,VI,17.728114454000035,-64.81908749999997
193,UY,-32.79326568999994,-56.02075792399995
194,UZ,41.58134563700003,63.42188301400006
195,VE,19.195350000000076,-96.13682999999997
196,VN,16.166670000000067,107.83333000000005
197,ZM,-14.46880366299996,28.76797288100005
198,ZW,-19.016205470999978,29.884276749000037
